,location,timestamp,event,count
1728,MP 01: Naamsestraat 35  Maxim,2022-03-08 17:27,Transport road - Passenger car,1
1729,MP 01: Naamsestraat 35  Maxim,2022-03-08 17:43,Transport road - Passenger car,1
1730,MP 01: Naamsestraat 35  Maxim,2022-03-08 17:46,Unsupported,1
1731,MP 01: Naamsestraat 35  Maxim,2022-03-08 18:00,Transport road - Passenger car,1
1732,MP 01: Naamsestraat 35  Maxim,2022-03-08 18:23,Unsupported,1
1733,MP 01: Naamsestraat 35  Maxim,2022-03-08 18:29,Transport road - Passenger car,1
1734,MP 01: Naamsestraat 35  Maxim,2022-03-08 18:53,Transport road - Passenger car,1
1735,MP 01: Naamsestraat 35  Maxim,2022-03-08 19:01,Transport road - Passenger car,1
1736,MP 01: Naamsestraat 35  Maxim,2022-03-08 19:04,Transport road - Passenger car,2
1737,MP 01: Naamsestraat 35  Maxim,2022-03-08 19:10,Transport road - Passenger car,1
1738,MP 01: Naamsestraat 35  Maxim,2022-03-08 19:13,Transport road - Passenger car,1
1739,MP 01: Naamsestraat 35  Maxim,2022-03-08 19:49,Transport road - Passenger car,1
1740,MP 01: Naamsestraat 35  Maxim,2022-03-08 20:03,Transport road - Passenger car,1
1741,MP 01: Naamsestraat 35  Maxim,2022-03-08 20:08,Transport road - Passenger car,1
1742,MP 01: Naamsestraat 35  Maxim,2022-03-08 20:26,Transport road - Passenger car,1
1743,MP 01: Naamsestraat 35  Maxim,2022-03-08 20:27,Transport road - Passenger car,1
1744,MP 01: Naamsestraat 35  Maxim,2022-03-08 20:31,Transport road - Passenger car,1
1745,MP 01: Naamsestraat 35  Maxim,2022-03-08 20:52,Transport road - Passenger car,1
1746,MP 01: Naamsestraat 35  Maxim,2022-03-08 21:12,Transport road - Passenger car,1
1747,MP 01: Naamsestraat 35  Maxim,2022-03-08 21:22,Transport road - Passenger car,1
1748,MP 01: Naamsestraat 35  Maxim,2022-03-08 21:35,Transport road - Passenger car,1
1749,MP 01: Naamsestraat 35  Maxim,2022-03-08 21:54,Transport road - Passenger car,1
1750,MP 01: Naamsestraat 35  Maxim,2022-03-08 22:03,Transport road - Siren,1
1751,MP 01: Naamsestraat 35  Maxim,2022-03-08 22:11,Transport road - Passenger car,1
1752,MP 01: Naamsestraat 35  Maxim,2022-03-08 22:49,Transport road - Passenger car,1
1753,MP 01: Naamsestraat 35  Maxim,2022-03-09 00:02,Transport road - Passenger car,1
1754,MP 01: Naamsestraat 35  Maxim,2022-03-09 00:06,Transport road - Passenger car,1
1755,MP 01: Naamsestraat 35  Maxim,2022-03-09 00:28,Transport road - Passenger car,1
1756,MP 01: Naamsestraat 35  Maxim,2022-03-09 00:39,Transport road - Passenger car,1
1757,MP 01: Naamsestraat 35  Maxim,2022-03-09 01:05,Transport road - Passenger car,1
1758,MP 01: Naamsestraat 35  Maxim,2022-03-09 01:53,Human voice - Shouting,1
1759,MP 01: Naamsestraat 35  Maxim,2022-03-09 01:53,Transport road - Passenger car,1
1760,MP 01: Naamsestraat 35  Maxim,2022-03-09 02:23,Transport road - Passenger car,1
1761,MP 01: Naamsestraat 35  Maxim,2022-03-09 02:24,Unsupported,1
1762,MP 01: Naamsestraat 35  Maxim,2022-03-09 03:17,Transport road - Passenger car,1
1763,MP 01: Naamsestraat 35  Maxim,2022-03-09 03:32,Human voice - Shouting,1
1764,MP 01: Naamsestraat 35  Maxim,2022-03-09 04:07,Human voice - Shouting,1
1765,MP 01: Naamsestraat 35  Maxim,2022-03-09 04:08,Human voice - Shouting,1
1766,MP 01: Naamsestraat 35  Maxim,2022-03-09 05:29,Transport road - Passenger car,1
1767,MP 01: Naamsestraat 35  Maxim,2022-03-09 07:08,Transport road - Passenger car,1
1768,MP 01: Naamsestraat 35  Maxim,2022-03-09 07:28,Transport road - Passenger car,1
1769,MP 01: Naamsestraat 35  Maxim,2022-03-09 07:40,Transport road - Passenger car,1
1770,MP 01: Naamsestraat 35  Maxim,2022-03-09 07:47,Transport road - Passenger car,1
1771,MP 01: Naamsestraat 35  Maxim,2022-03-09 08:02,Transport road - Passenger car,1
1772,MP 01: Naamsestraat 35  Maxim,2022-03-09 08:10,Unsupported,1
1773,MP 01: Naamsestraat 35  Maxim,2022-03-09 08:33,Transport road - Passenger car,1
1774,MP 01: Naamsestraat 35  Maxim,2022-03-09 09:05,Transport road - Passenger car,1
1775,MP 01: Naamsestraat 35  Maxim,2022-03-09 09:18,Transport road - Passenger car,1
1776,MP 01: Naamsestraat 35  Maxim,2022-03-09 09:25,Transport road - Passenger car,1
1777,MP 01: Naamsestraat 35  Maxim,2022-03-09 09:54,Transport road - Passenger car,1
1778,MP 01: Naamsestraat 35  Maxim,2022-03-09 10:58,Transport road - Passenger car,1
1779,MP 01: Naamsestraat 35  Maxim,2022-03-09 11:09,Unsupported,1
1780,MP 01: Naamsestraat 35  Maxim,2022-03-09 11:23,Unsupported,1
1781,MP 01: Naamsestraat 35  Maxim,2022-03-09 11:29,Transport road - Passenger car,1
1782,MP 01: Naamsestraat 35  Maxim,2022-03-09 11:53,Unsupported,1
1783,MP 01: Naamsestraat 35  Maxim,2022-03-09 12:12,Transport road - Passenger car,1
1784,MP 01: Naamsestraat 35  Maxim,2022-03-09 12:54,Transport road - Passenger car,1
1785,MP 01: Naamsestraat 35  Maxim,2022-03-09 13:38,Transport road - Passenger car,1
1786,MP 01: Naamsestraat 35  Maxim,2022-03-09 13:50,Transport road - Passenger car,1
1787,MP 01: Naamsestraat 35  Maxim,2022-03-09 14:55,Transport road - Passenger car,1
1788,MP 01: Naamsestraat 35  Maxim,2022-03-09 15:38,Unsupported,1
1789,MP 01: Naamsestraat 35  Maxim,2022-03-09 17:09,Transport road - Passenger car,1
1790,MP 01: Naamsestraat 35  Maxim,2022-03-09 18:05,Transport road - Passenger car,1
1791,MP 01: Naamsestraat 35  Maxim,2022-03-09 18:26,Transport road - Passenger car,1
1792,MP 01: Naamsestraat 35  Maxim,2022-03-09 18:42,Transport road - Passenger car,1
1793,MP 01: Naamsestraat 35  Maxim,2022-03-09 19:23,Transport road - Passenger car,1
1794,MP 01: Naamsestraat 35  Maxim,2022-03-09 19:37,Transport road - Passenger car,1
1795,MP 01: Naamsestraat 35  Maxim,2022-03-09 19:49,Transport road - Passenger car,1
1796,MP 01: Naamsestraat 35  Maxim,2022-03-09 19:51,Transport road - Passenger car,1
1797,MP 01: Naamsestraat 35  Maxim,2022-03-09 19:53,Transport road - Passenger car,1
1798,MP 01: Naamsestraat 35  Maxim,2022-03-09 19:56,Transport road - Passenger car,1
1799,MP 01: Naamsestraat 35  Maxim,2022-03-09 20:04,Transport road - Passenger car,1
1800,MP 01: Naamsestraat 35  Maxim,2022-03-09 20:06,Transport road - Passenger car,1
1801,MP 01: Naamsestraat 35  Maxim,2022-03-09 20:58,Transport road - Passenger car,1
1802,MP 01: Naamsestraat 35  Maxim,2022-03-09 21:09,Transport road - Passenger car,1
1803,MP 01: Naamsestraat 35  Maxim,2022-03-09 21:11,Transport road - Passenger car,1
1804,MP 01: Naamsestraat 35  Maxim,2022-03-09 21:47,Transport road - Passenger car,1
1805,MP 01: Naamsestraat 35  Maxim,2022-03-09 22:10,Transport road - Passenger car,1
1806,MP 01: Naamsestraat 35  Maxim,2022-03-09 22:21,Transport road - Passenger car,1
1807,MP 01: Naamsestraat 35  Maxim,2022-03-09 22:51,Transport road - Passenger car,1
1808,MP 01: Naamsestraat 35  Maxim,2022-03-09 22:58,Transport road - Passenger car,1
1809,MP 01: Naamsestraat 35  Maxim,2022-03-09 23:16,Transport road - Passenger car,1
1810,MP 01: Naamsestraat 35  Maxim,2022-03-09 23:30,Transport road - Passenger car,1
1811,MP 01: Naamsestraat 35  Maxim,2022-03-09 23:34,Transport road - Passenger car,1
1812,MP 01: Naamsestraat 35  Maxim,2022-03-09 23:35,Transport road - Passenger car,1
1813,MP 01: Naamsestraat 35  Maxim,2022-03-09 23:55,Transport road - Passenger car,1
1814,MP 01: Naamsestraat 35  Maxim,2022-03-09 23:59,Transport road - Passenger car,1
1815,MP 01: Naamsestraat 35  Maxim,2022-03-10 00:04,Unsupported,1
1816,MP 01: Naamsestraat 35  Maxim,2022-03-10 00:18,Human voice - Shouting,1
1817,MP 01: Naamsestraat 35  Maxim,2022-03-10 00:18,Transport road - Passenger car,1
1818,MP 01: Naamsestraat 35  Maxim,2022-03-10 00:41,Transport road - Passenger car,1
1819,MP 01: Naamsestraat 35  Maxim,2022-03-10 00:42,Human voice - Shouting,1
1820,MP 01: Naamsestraat 35  Maxim,2022-03-10 00:48,Transport road - Passenger car,1
1821,MP 01: Naamsestraat 35  Maxim,2022-03-10 00:51,Transport road - Passenger car,1
1822,MP 01: Naamsestraat 35  Maxim,2022-03-10 01:08,Human voice - Shouting,1
1823,MP 01: Naamsestraat 35  Maxim,2022-03-10 01:40,Transport road - Passenger car,1
1824,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:03,Unsupported,1
1825,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:04,Human voice - Shouting,1
1826,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:11,Transport road - Passenger car,1
1827,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:18,Transport road - Passenger car,1
1828,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:30,Unsupported,1
1829,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:32,Transport road - Passenger car,1
1830,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:49,Human voice - Singing,1
1831,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:50,Human voice - Singing,1
1832,MP 01: Naamsestraat 35  Maxim,2022-03-10 02:52,Unsupported,1
1833,MP 01: Naamsestraat 35  Maxim,2022-03-10 03:10,Unsupported,1
1834,MP 01: Naamsestraat 35  Maxim,2022-03-10 03:41,Unsupported,1
1835,MP 01: Naamsestraat 35  Maxim,2022-03-10 05:01,Transport road - Passenger car,1
1836,MP 01: Naamsestraat 35  Maxim,2022-03-10 06:41,Transport road - Passenger car,1
1837,MP 01: Naamsestraat 35  Maxim,2022-03-10 06:46,Transport road - Passenger car,1
1838,MP 01: Naamsestraat 35  Maxim,2022-03-10 07:06,Transport road - Passenger car,1
1839,MP 01: Naamsestraat 35  Maxim,2022-03-10 07:25,Unsupported,1
1840,MP 01: Naamsestraat 35  Maxim,2022-03-10 07:34,Transport road - Passenger car,1
1841,MP 01: Naamsestraat 35  Maxim,2022-03-10 07:48,Transport road - Passenger car,1
1842,MP 01: Naamsestraat 35  Maxim,2022-03-10 07:51,Transport road - Passenger car,1
1843,MP 01: Naamsestraat 35  Maxim,2022-03-10 08:01,Unsupported,1
1844,MP 01: Naamsestraat 35  Maxim,2022-03-10 08:06,Transport road - Passenger car,1
1845,MP 01: Naamsestraat 35  Maxim,2022-03-10 08:09,Unsupported,1
1846,MP 01: Naamsestraat 35  Maxim,2022-03-10 08:10,Transport road - Passenger car,1
1847,MP 01: Naamsestraat 35  Maxim,2022-03-10 08:17,Transport road - Passenger car,1
1848,MP 01: Naamsestraat 35  Maxim,2022-03-10 08:39,Unsupported,1
1849,MP 01: Naamsestraat 35  Maxim,2022-03-10 09:03,Human voice - Shouting,1
1850,MP 01: Naamsestraat 35  Maxim,2022-03-10 09:04,Human voice - Shouting,1
1851,MP 01: Naamsestraat 35  Maxim,2022-03-10 09:04,Unsupported,2
1852,MP 01: Naamsestraat 35  Maxim,2022-03-10 09:05,Unsupported,2
1853,MP 01: Naamsestraat 35  Maxim,2022-03-10 09:07,Human voice - Shouting,1
1854,MP 01: Naamsestraat 35  Maxim,2022-03-10 09:07,Unsupported,3
1855,MP 01: Naamsestraat 35  Maxim,2022-03-10 09:08,Human voice - Shouting,1
1856,MP 01: Naamsestraat 35  Maxim,2022-03-10 09:08,Unsupported,1
1857,MP 01: Naamsestraat 35  Maxim,2022-03-10 11:09,Unsupported,1
1858,MP 01: Naamsestraat 35  Maxim,2022-03-10 12:29,Human voice - Shouting,1
1859,MP 01: Naamsestraat 35  Maxim,2022-03-10 12:30,Unsupported,1
1860,MP 01: Naamsestraat 35  Maxim,2022-03-10 12:31,Unsupported,2
1861,MP 01: Naamsestraat 35  Maxim,2022-03-10 12:32,Human voice - Shouting,1
1862,MP 01: Naamsestraat 35  Maxim,2022-03-10 12:35,Transport road - Passenger car,1
1863,MP 01: Naamsestraat 35  Maxim,2022-03-10 12:57,Transport road - Passenger car,1
1864,MP 01: Naamsestraat 35  Maxim,2022-03-10 14:24,Transport road - Passenger car,1
1865,MP 01: Naamsestraat 35  Maxim,2022-03-10 15:34,Unsupported,2
1866,MP 01: Naamsestraat 35  Maxim,2022-03-10 16:44,Unsupported,1
1867,MP 01: Naamsestraat 35  Maxim,2022-03-10 16:45,Transport road - Passenger car,1
1868,MP 01: Naamsestraat 35  Maxim,2022-03-10 17:13,Transport road - Passenger car,1
1869,MP 01: Naamsestraat 35  Maxim,2022-03-10 17:32,Unsupported,1
1870,MP 01: Naamsestraat 35  Maxim,2022-03-10 17:42,Unsupported,1
1871,MP 01: Naamsestraat 35  Maxim,2022-03-10 18:27,Transport road - Passenger car,1
1872,MP 01: Naamsestraat 35  Maxim,2022-03-10 18:32,Transport road - Passenger car,1
1873,MP 01: Naamsestraat 35  Maxim,2022-03-10 19:01,Transport road - Passenger car,1
1874,MP 01: Naamsestraat 35  Maxim,2022-03-10 19:25,Transport road - Passenger car,1
1875,MP 01: Naamsestraat 35  Maxim,2022-03-10 20:45,Transport road - Passenger car,1
1876,MP 01: Naamsestraat 35  Maxim,2022-03-10 20:56,Transport road - Passenger car,1
1877,MP 01: Naamsestraat 35  Maxim,2022-03-10 21:04,Human voice - Shouting,1
1878,MP 01: Naamsestraat 35  Maxim,2022-03-10 21:12,Transport road - Passenger car,1
1879,MP 01: Naamsestraat 35  Maxim,2022-03-10 21:33,Transport road - Passenger car,1
1880,MP 01: Naamsestraat 35  Maxim,2022-03-10 22:26,Transport road - Passenger car,1
1881,MP 01: Naamsestraat 35  Maxim,2022-03-10 22:39,Transport road - Passenger car,1
1882,MP 01: Naamsestraat 35  Maxim,2022-03-10 23:22,Transport road - Passenger car,1
1883,MP 01: Naamsestraat 35  Maxim,2022-03-10 23:26,Transport road - Passenger car,1
1884,MP 01: Naamsestraat 35  Maxim,2022-03-10 23:42,Unsupported,1
1885,MP 01: Naamsestraat 35  Maxim,2022-03-10 23:59,Human voice - Shouting,1
1886,MP 01: Naamsestraat 35  Maxim,2022-03-11 00:02,Transport road - Passenger car,1
1887,MP 01: Naamsestraat 35  Maxim,2022-03-11 00:12,Transport road - Passenger car,1
1888,MP 01: Naamsestraat 35  Maxim,2022-03-11 00:15,Human voice - Shouting,1
1889,MP 01: Naamsestraat 35  Maxim,2022-03-11 00:18,Human voice - Shouting,1
1890,MP 01: Naamsestraat 35  Maxim,2022-03-11 00:24,Unsupported,1
1891,MP 01: Naamsestraat 35  Maxim,2022-03-11 00:43,Human voice - Shouting,1
1892,MP 01: Naamsestraat 35  Maxim,2022-03-11 00:52,Human voice - Shouting,1
1893,MP 01: Naamsestraat 35  Maxim,2022-03-11 00:54,Unsupported,1
1894,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:02,Human voice - Shouting,1
1895,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:13,Unsupported,1
1896,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:14,Unsupported,1
1897,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:15,Human voice - Shouting,2
1898,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:16,Unsupported,1
1899,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:21,Human voice - Shouting,1
1900,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:30,Human voice - Shouting,1
1901,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:36,Unsupported,2
1902,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:42,Human voice - Shouting,1
1903,MP 01: Naamsestraat 35  Maxim,2022-03-11 01:46,Unsupported,1
1904,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:00,Human voice - Shouting,1
1905,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:00,Unsupported,1
1906,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:08,Unsupported,1
1907,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:11,Unsupported,1
1908,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:24,Unsupported,1
1909,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:29,Unsupported,1
1910,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:30,Unsupported,1
1911,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:34,Unsupported,1
1912,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:37,Human voice - Shouting,1
1913,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:39,Unsupported,1
1914,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:42,Unsupported,1
1915,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:44,Unsupported,2
1916,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:46,Unsupported,1
1917,MP 01: Naamsestraat 35  Maxim,2022-03-11 02:48,Human voice - Shouting,1
1918,MP 01: Naamsestraat 35  Maxim,2022-03-11 03:13,Human voice - Shouting,1
1919,MP 01: Naamsestraat 35  Maxim,2022-03-11 03:28,Unsupported,1
1920,MP 01: Naamsestraat 35  Maxim,2022-03-11 03:40,Human voice - Shouting,2
1921,MP 01: Naamsestraat 35  Maxim,2022-03-11 03:56,Unsupported,1
1922,MP 01: Naamsestraat 35  Maxim,2022-03-11 04:00,Unsupported,1
1923,MP 01: Naamsestraat 35  Maxim,2022-03-11 04:03,Unsupported,1
1924,MP 01: Naamsestraat 35  Maxim,2022-03-11 04:46,Unsupported,1
1925,MP 01: Naamsestraat 35  Maxim,2022-03-11 04:53,Human voice - Shouting,1
1926,MP 01: Naamsestraat 35  Maxim,2022-03-11 04:54,Human voice - Shouting,2
1927,MP 01: Naamsestraat 35  Maxim,2022-03-11 05:50,Transport road - Passenger car,1
1928,MP 01: Naamsestraat 35  Maxim,2022-03-11 06:09,Transport road - Passenger car,1
1929,MP 01: Naamsestraat 35  Maxim,2022-03-11 06:20,Transport road - Passenger car,1
1930,MP 01: Naamsestraat 35  Maxim,2022-03-11 06:32,Transport road - Passenger car,1
1931,MP 01: Naamsestraat 35  Maxim,2022-03-11 06:47,Transport road - Passenger car,1
1932,MP 01: Naamsestraat 35  Maxim,2022-03-11 06:51,Unsupported,1
1933,MP 01: Naamsestraat 35  Maxim,2022-03-11 07:22,Transport road - Passenger car,1
1934,MP 01: Naamsestraat 35  Maxim,2022-03-11 07:23,Transport road - Passenger car,1
1935,MP 01: Naamsestraat 35  Maxim,2022-03-11 07:24,Transport road - Passenger car,1
1936,MP 01: Naamsestraat 35  Maxim,2022-03-11 07:30,Transport road - Passenger car,1
1937,MP 01: Naamsestraat 35  Maxim,2022-03-11 07:32,Human voice - Shouting,1
1938,MP 01: Naamsestraat 35  Maxim,2022-03-11 07:34,Unsupported,1
1939,MP 01: Naamsestraat 35  Maxim,2022-03-11 07:38,Transport road - Passenger car,1
1940,MP 01: Naamsestraat 35  Maxim,2022-03-11 07:46,Transport road - Passenger car,1
1941,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:01,Transport road - Passenger car,1
1942,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:18,Transport road - Passenger car,1
1943,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:22,Transport road - Passenger car,1
1944,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:25,Transport road - Passenger car,1
1945,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:29,Transport road - Passenger car,1
1946,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:29,Unsupported,1
1947,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:32,Unsupported,1
1948,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:39,Unsupported,1
1949,MP 01: Naamsestraat 35  Maxim,2022-03-11 08:44,Transport road - Passenger car,1
1950,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:19,Human voice - Singing,1
1951,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:19,Unsupported,1
1952,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:22,Transport road - Passenger car,1
1953,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:30,Transport road - Passenger car,1
1954,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:32,Unsupported,1
1955,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:40,Unsupported,1
1956,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:45,Transport road - Passenger car,1
1957,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:51,Unsupported,1
1958,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:52,Transport road - Passenger car,1
1959,MP 01: Naamsestraat 35  Maxim,2022-03-11 09:59,Transport road - Passenger car,1
1960,MP 01: Naamsestraat 35  Maxim,2022-03-11 10:13,Transport road - Passenger car,1
1961,MP 01: Naamsestraat 35  Maxim,2022-03-11 10:18,Transport road - Passenger car,1
1962,MP 01: Naamsestraat 35  Maxim,2022-03-11 10:22,Transport road - Passenger car,1
1963,MP 01: Naamsestraat 35  Maxim,2022-03-11 10:26,Transport road - Passenger car,1
1964,MP 01: Naamsestraat 35  Maxim,2022-03-11 10:32,Unsupported,1
1965,MP 01: Naamsestraat 35  Maxim,2022-03-11 10:33,Transport road - Passenger car,1
1966,MP 01: Naamsestraat 35  Maxim,2022-03-11 10:35,Transport road - Passenger car,1
1967,MP 01: Naamsestraat 35  Maxim,2022-03-11 10:47,Transport road - Passenger car,1
1968,MP 01: Naamsestraat 35  Maxim,2022-03-11 11:05,Transport road - Passenger car,1
1969,MP 01: Naamsestraat 35  Maxim,2022-03-11 11:10,Transport road - Passenger car,1
1970,MP 01: Naamsestraat 35  Maxim,2022-03-11 11:26,Transport road - Passenger car,1
1971,MP 01: Naamsestraat 35  Maxim,2022-03-11 11:38,Transport road - Passenger car,2
1972,MP 01: Naamsestraat 35  Maxim,2022-03-11 11:38,Unsupported,1
1973,MP 01: Naamsestraat 35  Maxim,2022-03-11 11:43,Transport road - Passenger car,2
1974,MP 01: Naamsestraat 35  Maxim,2022-03-11 12:14,Transport road - Passenger car,1
1975,MP 01: Naamsestraat 35  Maxim,2022-03-11 13:14,Transport road - Passenger car,1
1976,MP 01: Naamsestraat 35  Maxim,2022-03-11 13:52,Transport road - Passenger car,1
1977,MP 01: Naamsestraat 35  Maxim,2022-03-11 13:53,Transport road - Passenger car,1
1978,MP 01: Naamsestraat 35  Maxim,2022-03-11 14:06,Transport road - Passenger car,1
1979,MP 01: Naamsestraat 35  Maxim,2022-03-11 14:13,Transport road - Passenger car,1
1980,MP 01: Naamsestraat 35  Maxim,2022-03-11 14:21,Transport road - Passenger car,2
1981,MP 01: Naamsestraat 35  Maxim,2022-03-11 14:23,Unsupported,1
1982,MP 01: Naamsestraat 35  Maxim,2022-03-11 14:30,Unsupported,1
1983,MP 01: Naamsestraat 35  Maxim,2022-03-11 14:34,Transport road - Passenger car,1
1984,MP 01: Naamsestraat 35  Maxim,2022-03-11 14:48,Transport road - Passenger car,1
1985,MP 01: Naamsestraat 35  Maxim,2022-03-11 14:57,Transport road - Passenger car,1
1986,MP 01: Naamsestraat 35  Maxim,2022-03-11 15:08,Transport road - Siren,1
1987,MP 01: Naamsestraat 35  Maxim,2022-03-11 15:21,Transport road - Siren,1
1988,MP 01: Naamsestraat 35  Maxim,2022-03-11 15:42,Transport road - Passenger car,1
1989,MP 01: Naamsestraat 35  Maxim,2022-03-11 15:44,Transport road - Passenger car,1
1990,MP 01: Naamsestraat 35  Maxim,2022-03-11 15:59,Transport road - Passenger car,1
1991,MP 01: Naamsestraat 35  Maxim,2022-03-11 16:06,Transport road - Passenger car,2
1992,MP 01: Naamsestraat 35  Maxim,2022-03-11 16:38,Transport road - Passenger car,1
1993,MP 01: Naamsestraat 35  Maxim,2022-03-11 17:06,Transport road - Passenger car,1
1994,MP 01: Naamsestraat 35  Maxim,2022-03-11 17:35,Transport road - Passenger car,1
1995,MP 01: Naamsestraat 35  Maxim,2022-03-11 17:45,Transport road - Passenger car,1
1996,MP 01: Naamsestraat 35  Maxim,2022-03-11 18:08,Transport road - Passenger car,1
1997,MP 01: Naamsestraat 35  Maxim,2022-03-11 18:10,Transport road - Passenger car,1
1998,MP 01: Naamsestraat 35  Maxim,2022-03-11 18:20,Transport road - Passenger car,1
1999,MP 01: Naamsestraat 35  Maxim,2022-03-11 18:23,Transport road - Passenger car,1
2000,MP 01: Naamsestraat 35  Maxim,2022-03-11 18:37,Transport road - Passenger car,1
2001,MP 01: Naamsestraat 35  Maxim,2022-03-11 18:43,Transport road - Passenger car,1
2002,MP 01: Naamsestraat 35  Maxim,2022-03-11 18:55,Transport road - Passenger car,1
2003,MP 01: Naamsestraat 35  Maxim,2022-03-11 19:03,Unsupported,1
2004,MP 01: Naamsestraat 35  Maxim,2022-03-11 19:28,Transport road - Passenger car,1
2005,MP 01: Naamsestraat 35  Maxim,2022-03-11 20:08,Transport road - Passenger car,1
2006,MP 01: Naamsestraat 35  Maxim,2022-03-11 20:11,Unsupported,1
2007,MP 01: Naamsestraat 35  Maxim,2022-03-11 20:14,Transport road - Passenger car,1
2008,MP 01: Naamsestraat 35  Maxim,2022-03-11 20:23,Transport road - Passenger car,1
2009,MP 01: Naamsestraat 35  Maxim,2022-03-11 20:30,Transport road - Passenger car,1
2010,MP 01: Naamsestraat 35  Maxim,2022-03-11 20:32,Transport road - Passenger car,1
2011,MP 01: Naamsestraat 35  Maxim,2022-03-11 20:57,Transport road - Passenger car,1
2012,MP 01: Naamsestraat 35  Maxim,2022-03-11 21:21,Transport road - Passenger car,1
2013,MP 01: Naamsestraat 35  Maxim,2022-03-11 21:27,Transport road - Passenger car,1
2014,MP 01: Naamsestraat 35  Maxim,2022-03-11 21:41,Human voice - Shouting,1
2015,MP 01: Naamsestraat 35  Maxim,2022-03-11 22:23,Transport road - Passenger car,1
2016,MP 01: Naamsestraat 35  Maxim,2022-03-11 22:34,Transport road - Passenger car,1
2017,MP 01: Naamsestraat 35  Maxim,2022-03-11 22:40,Transport road - Passenger car,1
2018,MP 01: Naamsestraat 35  Maxim,2022-03-11 22:50,Transport road - Passenger car,1
2019,MP 01: Naamsestraat 35  Maxim,2022-03-11 22:53,Transport road - Passenger car,1
2020,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:29,Human voice - Shouting,1
2021,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:32,Human voice - Shouting,1
2022,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:35,Unsupported,1
2023,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:36,Human voice - Shouting,1
2024,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:39,Human voice - Shouting,1
2025,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:43,Human voice - Shouting,2
2026,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:44,Human voice - Shouting,1
2027,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:44,Unsupported,1
2028,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:47,Transport road - Passenger car,1
2029,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:48,Unsupported,1
2030,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:49,Human voice - Shouting,1
2031,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:53,Human voice - Shouting,1
2032,MP 01: Naamsestraat 35  Maxim,2022-03-11 23:54,Human voice - Shouting,1
2033,MP 01: Naamsestraat 35  Maxim,2022-03-12 00:47,Human voice - Shouting,1
